Ticket ID,Ticket Type,Ticket Subject,Ticket Description,Ticket Status,Ticket Priority,Customer Satisfaction Rating
840,Cancellation request,Data loss,"There seems to be a glitch in the {product_purchased} software. It freezes frequently, making it difficult to use. Can you please provide a solution? If so, why?

As we can see in the example below, I've checked for any available software updates for my {product_purchased}, but there are none.",Open,Medium,
841,Product inquiry,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist. I've tried different settings and configurations on my {product_purchased}, but the issue persists.",Closed,Critical,5
842,Cancellation request,Product recommendation,"I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account?

The login I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Open,Low,
843,Billing inquiry,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist.

When you're looking at the seller, there's a lot of information that you may see there. This isn't necessarily to blame, it's because it This problem started occurring after the recent software update. I haven't made any other changes to the device.",Pending Customer Response,Low,
844,Product inquiry,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist. (I'm having an issue with the [Product_purchased] and [Product_purchased], when they say they just need a customer rating I need assistance as soon as possible because it's affecting my work and productivity.",Open,High,
845,Refund request,Payment issue,I'm having an issue with the {product_purchased}. Please assist. I'm not sure if this issue is specific to my device or if others have reported similar problems.,Open,Low,
846,Cancellation request,Network problem,I'm having an issue with the {product_purchased}. Please assist. Please try and explain a product or service you purchased on a valid credit card. Please make it clear to me how you would feel about my statement and I'm sorry I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.,Pending Customer Response,Low,
847,Billing inquiry,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist. The same issues with the {product_purchased}. Please assist. There are more items as I build, but not all of them are available. Just call I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Closed,High,4
848,Technical issue,Product recommendation,"I've encountered a data loss issue with my {product_purchased}. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them?


Sorry!

Please wait 15 seconds for the request to I've tried different settings and configurations on my {product_purchased}, but the issue persists.",Pending Customer Response,Low,
849,Product inquiry,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist. <script src=""../libs/products/touches/touches.js""></script>

If we make our ""instructions"" I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.",Pending Customer Response,Medium,
850,Cancellation request,Refund request,"I'm having an issue with the {product_purchased}. Please assist. I'm not sure it's possible to fix this without a warranty. Thank you for understanding.


If it's the case that is my fault my friend's I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Open,Critical,
851,Refund request,Display issue,I'm having an issue with the {product_purchased}. Please assist. I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?,Closed,Low,1
852,Cancellation request,Software bug,"I'm having an issue with the {product_purchased}. Please assist.

<div id=""category5""> <label for=""colors"">1</label> <select name=""colors"" class=""colors""> < I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Pending Customer Response,Low,
853,Refund request,Display issue,"I'm having trouble connecting my {product_purchased} to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue? I can use the Wi- I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,Medium,5
854,Cancellation request,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist. :) I've already contacted customer support multiple times, but the issue remains unresolved.",Pending Customer Response,Medium,
855,Billing inquiry,Battery life,"There seems to be a glitch in the {product_purchased} software. It freezes frequently, making it difficult to use. Can you please provide a solution? Thank you for your help. 3. To contact support, please use my email I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Closed,High,3
856,Billing inquiry,Installation support,"I'm having an issue with the {product_purchased}. Please assist. $7.00 0 20.00

Product Reviewed by: I'm having an issue with the {product_purchased}. Please assist. 10 This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,High,2
857,Billing inquiry,Display issue,"I'm having an issue with the {product_purchased}. Please assist. <3 This includes all existing purchases.

If you have a product in your database but not already listed, please enable all this in your browser and allow it I'm worried that the issue might be hardware-related and might require repair or replacement.",Pending Customer Response,High,
858,Product inquiry,Payment issue,"I'm having an issue with the {product_purchased}. Please assist.

As a side note, if you've received your product while ordering or when making a product description change, you are not obligated to disclose what is going on I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Closed,Medium,5
859,Product inquiry,Product setup,"I'm having an issue with the {product_purchased}. Please assist. If there's a reason for this, go with the refund code. I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Open,Critical,
860,Cancellation request,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist.

For the {product_purchased} I can give a small increase.

If it is too small it may disappear. Please help me. I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Pending Customer Response,Medium,
861,Billing inquiry,Data loss,"I'm having an issue with the {product_purchased}. Please assist. In the meantime I have a new product that has been purchased.

A couple of days later the second person in line said ""Why are you late? That I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Pending Customer Response,High,
862,Refund request,Display issue,"I'm having an issue with the {product_purchased}. Please assist.

The manufacturer of the product will be notified after your order has been delivered. Please assist! I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Closed,Medium,3
863,Refund request,Account access,"I'm having trouble connecting my {product_purchased} to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue?

My network is fine I've already contacted customer support multiple times, but the issue remains unresolved.",Closed,Low,2
864,Technical issue,Product compatibility,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue? This is the first time I've seen any issues listed in a forum, The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Closed,Medium,1
865,Billing inquiry,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist. */

@Override I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Open,High,
866,Cancellation request,Refund request,"I'm encountering a software bug in the {product_purchased}. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available? When can I request a new version? I'm an expert in the I've checked the device settings and made sure that everything is configured correctly.",Closed,High,5
867,Refund request,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist. </product_id> -- In all cases, the same product will be available for sale once it's purchased. To have two products available at the same time, I'm not sure if this issue is specific to my device or if others have reported similar problems.",Closed,Critical,3
868,Product inquiry,Data loss,"I'm having an issue with the {product_purchased}. Please assist.

If there are other issues, please contact me. Sorry I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Pending Customer Response,Low,
869,Cancellation request,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist. Thank you.

I'm having an issue with the {product_purchased}. Please assist. Thank you.

I'm having an issue with I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Pending Customer Response,Critical,
870,Refund request,Software bug,"I'm facing a problem with my {product_purchased}. The {product_purchased} is not turning on. It was working fine until yesterday, but now it doesn't respond. No warning for the brand {name}. And I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,Low,
871,Technical issue,Refund request,"I'm having an issue with the {product_purchased}. Please assist.

0

0

1

4


All prices are for the same item.

$34.95 I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",Open,Critical,
872,Billing inquiry,Cancellation request,I'm having an issue with the {product_purchased}. Please assist. This problem started occurring after the recent software update. I haven't made any other changes to the device.,Pending Customer Response,Low,
873,Technical issue,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist.

Inappropriate content

We believe the community is best served by telling jokes. By adding them to this page, please feel free to express your opinion with I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Pending Customer Response,Low,
874,Technical issue,Refund request,"I'm having an issue with the {product_purchased}. Please assist. Please update your purchase. Please, if possible, update your name on the new order page within the checkout link.

The product number (5), it may I've already contacted customer support multiple times, but the issue remains unresolved.",Pending Customer Response,Medium,
875,Product inquiry,Refund request,"I'm having an issue with the {product_purchased}. Please assist.

(3) Remove the {product_purchased} in a manner that prevents the merchant from withdrawing funds. This includes but is not limited to a I've tried different settings and configurations on my {product_purchased}, but the issue persists.",Open,High,
876,Cancellation request,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist. If you have a product we want to add to our list, please report it to support@sweden.com.

Sweden has strict national law on This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Medium,3
877,Technical issue,Payment issue,"I'm having an issue with the {product_purchased}. Please assist.

""

// http://www.dota2.com/support/viewtopic.php?f=14&t=4639&msg I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Closed,High,5
878,Technical issue,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist.

2) If for any reason this product fails to return your package without your express consent, you can return it at any time, provided that you have paid I need assistance as soon as possible because it's affecting my work and productivity.",Pending Customer Response,Medium,
879,Billing inquiry,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist.

Product ID: 1413882 Product ID: 1413882 Date: 11 Mar 2013 Update Date: 11-Mar 2013 0:06:36 This problem started occurring after the recent software update. I haven't made any other changes to the device.",Open,Critical,
880,Cancellation request,Data loss,"I'm facing a problem with my {product_purchased}. The {product_purchased} is not turning on. It was working fine until yesterday, but now it doesn't respond.

My first thought was to put it I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Pending Customer Response,Medium,
881,Billing inquiry,Data loss,"There seems to be a glitch in the {product_purchased} software. It freezes frequently, making it difficult to use. Can you please provide a solution? I have only seen what is included with the product listed. Please help me find I need assistance as soon as possible because it's affecting my work and productivity.",Closed,High,2
882,Refund request,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist. We apologize for any inconvenience. But you are free to change this order without a refund. Thank you.

Update: After getting back in touch with Loo I've already contacted customer support multiple times, but the issue remains unresolved.",Pending Customer Response,Low,
883,Refund request,Hardware issue,I'm having an issue with the {product_purchased}. Please assist. I'm having an issue with the {product_purchased}. Please assist. I'm having an issue with the {product_purchased}. Please Casino I need assistance as soon as possible because it's affecting my work and productivity.,Pending Customer Response,Low,
884,Product inquiry,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist.

*I also have several things causing to shutdown your system such as:

*My device is being installed on the remote controller:

*When I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.",Closed,Critical,4
885,Technical issue,Battery life,"I'm having an issue with the {product_purchased}. Please assist. I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Open,Low,
886,Refund request,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist.

[14:03:15]SAY: Jell E. Donnit/Soviet_Sylvanian : Yeah, I dunno. I want a I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Pending Customer Response,Low,
887,Refund request,Product setup,"I'm having an issue with the {product_purchased}. Please assist.

SUMMARY

This product uses the 'BMC' serial number in the description to identify you.

Please report issues to: I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Open,Medium,
888,Billing inquiry,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist. Thank you.


I'm using a {product_purchased}. Please assist. Thank you. http://cdn.glusi.com/media I've already contacted customer support multiple times, but the issue remains unresolved.",Closed,Critical,5
889,Technical issue,Refund request,"I'm having an issue with the {product_purchased}. Please assist.

Please enable Javascript to use the functionality you need to see this content. I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Open,Medium,
890,Technical issue,Product setup,"I'm encountering a software bug in the {product_purchased}. Whenever I try to perform a specific action, the application crashes. Are there any updates or fixes available?

Yes! There are additional fixes available, and they are all This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Low,2
891,Cancellation request,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist.

Thanks,

Jeb

@jebj.yay

Thanks for your help,

Vincenzo

@ I've checked the device settings and made sure that everything is configured correctly.",Open,Critical,
892,Billing inquiry,Battery life,"My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data?

Why were the devices damaged?

You didn't want the system to become damaged beyond I've checked for software updates, and my {product_purchased} is already running the latest version.",Open,Low,
893,Technical issue,Software bug,"I'm having an issue with the {product_purchased}. Please assist.

If you have other cramped situations, contact your local office to work out a place to meet with someone.

What do you think is in the best This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Medium,4
894,Refund request,Account access,"I've accidentally deleted important data from my {product_purchased}. Is there any way to recover the deleted files? I need them urgently. So please make sure to keep a copy of your purchase. It should be the most important data in I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Open,Low,
895,Refund request,Product setup,"I'm having an issue with the {product_purchased}. Please assist. Thank you

12.12.2015 17:20:20 [0xf1c13fd57] No update on https://github.com/t This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Critical,2
896,Billing inquiry,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist. Please tell me what's wrong with the product that is being purchased! The item is still available for all sales. Please contact sales@motorcyclesports.com I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Closed,Low,5
897,Cancellation request,Data loss,"I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account?

Once I I've checked for any available software updates for my {product_purchased}, but there are none.",Closed,High,5
898,Technical issue,Network problem,"I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account?

An automated I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Closed,Low,4
899,Refund request,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist.

I can't use the {product_purchased for the ""Product #"" field for the ""Add New Product"". Please assist.

I I'm worried that the issue might be hardware-related and might require repair or replacement.",Open,Critical,
900,Billing inquiry,Display issue,"I've accidentally deleted important data from my {product_purchased}. Is there any way to recover the deleted files? I need them urgently. Please contact support. [size=4][/size]

[size=12][/size] This problem started occurring after the recent software update. I haven't made any other changes to the device.",Pending Customer Response,Medium,
901,Technical issue,Display issue,"I'm having an issue with the {product_purchased}. Please assist.

I am having an issue with the {product_purchased}. Please assist.

I am having an issue with the {product_purch I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Open,High,
902,Cancellation request,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist. Thank you if you find this issue. :/

I've got a problem with the {product_purchased}. Please assist. Thank you if you I've already contacted customer support multiple times, but the issue remains unresolved.",Open,Low,
903,Cancellation request,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist. </font></p> <p>No. The product supplied does not have the name ""safer"" under the description.</p><p>The product supplied I've checked for any available software updates for my {product_purchased}, but there are none.",Pending Customer Response,Low,
904,Billing inquiry,Account access,"I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account?

To recover your password, right click on your account and choose Manage Password. I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Closed,Critical,3
905,Billing inquiry,Account access,"The {product_purchased} is unable to establish a stable internet connection. It keeps disconnecting intermittently. How can I troubleshoot this network problem?

You may look at the current network problem and find it can be found I've checked the device settings and made sure that everything is configured correctly.",Open,High,
906,Technical issue,Refund request,I've encountered a data loss issue with my {product_purchased}. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them? I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.,Pending Customer Response,Critical,
907,Technical issue,Payment issue,"I've accidentally deleted important data from my {product_purchased}. Is there any way to recover the deleted files? I need them urgently.

If you can access your account, there's a way to do this. Read the guide I've checked for any available software updates for my {product_purchased}, but there are none.",Open,High,
908,Cancellation request,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist.

This item is no longer available. It may have expired or been removed. Please visit a recently closed store to see if it is available.

This I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Closed,Critical,2
909,Cancellation request,Payment issue,"I'm having an issue with the {product_purchased}. Please assist. (I'm just wondering: what was the price, etc.). I can't get this anywhere. If you cannot find the package with the ""product_purch I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,Low,
910,Cancellation request,Payment issue,"I'm facing issues logging into my {product_purchased} account. It says my account is locked. What should I do to unlock it?

If you're using Windows 10, you should check the settings for your account before you I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Open,High,
911,Product inquiry,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist.

There's no problem with this, the name is wrong and you already know that this is coming from my computer and I need to see what's coming from I've noticed that the issue occurs consistently when I use a specific feature or application on my {product_purchased}.",Open,High,
912,Refund request,Network problem,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?

$ sudo service uname -r system $system # set ports I'm worried that the issue might be hardware-related and might require repair or replacement.",Closed,Critical,2
913,Refund request,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist.

Citation


My review for the G4 4K was a mixed bag, very Alright-y. The G4 has very nice white balance. I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Open,Critical,
914,Product inquiry,Battery life,"I'm having an issue with the {product_purchased}. Please assist.

My friend is trying to purchase a pair of shoes with less than 10 in the first few days, they've got them both in mint condition they need to I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Closed,High,4
915,Refund request,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist. — Ryan A. (@RyanBryan) April 27, 2014

The man who was arrested by officers in the area who also tried to detain him has since I've checked for software updates, and my {product_purchased} is already running the latest version.",Pending Customer Response,Critical,
916,Cancellation request,Display issue,"I'm having an issue with the {product_purchased}. Please assist.

A small problem, but is pretty straightforward: I do not get any of the packages at all.

I try to close the browser again and it I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.",Pending Customer Response,Critical,
917,Technical issue,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist. If the product is not already stocked, I may need to charge another retail price. Your order will be shipped as soon as the items are sorted. I apologize for I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Pending Customer Response,Critical,
918,Cancellation request,Display issue,"I've encountered a data loss issue with my {product_purchased}. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them?

You can find all the files on http://web2- I need assistance as soon as possible because it's affecting my work and productivity.",Closed,Medium,2
919,Cancellation request,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist. Product is available from any of the retailers listed and not from another store.

Cannot be used with any other product.


Description of warranty: I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Open,Critical,
920,Technical issue,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist. I'm having an issue with the product for which the product number in the box is incorrect and I'd appreciate your help.


Product #: S3M I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Closed,High,4
921,Cancellation request,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist.

Thanks! I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Open,Low,
922,Technical issue,Product setup,"I'm having an issue with the {product_purchased}. Please assist. My shop's prices are a little different than normal from where I live. -J.

We have a couple of guys who buy everything and the sales assistant I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Pending Customer Response,Low,
923,Product inquiry,Delivery problem,"I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue?


I just installed {product_purchased} app and I got my I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Closed,High,3
924,Refund request,Network problem,"I'm having an issue with the {product_purchased}. Please assist.

Product Name: ""Vacation""

Color: Blue

Color Code: R

Quantity: $250 / 30 Pairs The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,Critical,
925,Technical issue,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist. You don't have to be on the [product_price]. If it's the same one, I might suggest you sell it. But it has a better chance I've already contacted customer support multiple times, but the issue remains unresolved.",Pending Customer Response,Medium,
926,Refund request,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist.

In the case of the {product_purchased }, I need a way to make a {product_purchased} at home order. I I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.",Open,Critical,
927,Billing inquiry,Payment issue,"I'm having an issue with the {product_purchased}. Please assist.

Your product_purchased is not being used to pay for the service. You simply have to make sure everything in the product is charged for at the I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Closed,High,4
928,Product inquiry,Account access,"I'm having an issue with the {product_purchased}. Please assist.

SOME OF THIS HAS BEEN REHABENED IN THIS POST. PLEASE RELEVANT! I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Pending Customer Response,Medium,
929,Cancellation request,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist. If this is a new or confusing product item, please let us know. I need assistance as soon as possible because it's affecting my work and productivity.",Pending Customer Response,High,
930,Billing inquiry,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist.

Note: Product purchased does not include the cost associated with shipping. Please contact customer support, please visit this link. Product purchased not includes shipping. Please contact I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",Closed,Critical,1
931,Refund request,Refund request,"I'm having an issue with the {product_purchased}. Please assist.

I have an issue with the {product_purchased}. Please assist.

I have an issue with the {product_purchased}. I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Pending Customer Response,Critical,
932,Cancellation request,Network problem,"I'm having an issue with the {product_purchased}. Please assist.

The following is an issue I started to find when using the store on a PC. The store's pricing has changed since 2010.

The store's I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Open,Critical,
933,Technical issue,Peripheral compatibility,"I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account?

If your I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Open,High,
934,Technical issue,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist. I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.",Closed,Medium,1
935,Technical issue,Network problem,"I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue?

1.

Create an account to get up-to-date information I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Pending Customer Response,Critical,
936,Cancellation request,Network problem,"I'm having an issue with the {product_purchased}. Please assist.

I need a product that is perfect for me, and I want to sell you something special, or to sell you something nice. If I try to sell I'm worried that the issue might be hardware-related and might require repair or replacement.",Open,Critical,
937,Billing inquiry,Peripheral compatibility,"I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account?

You can I've checked for any available software updates for my {product_purchased}, but there are none.",Pending Customer Response,Medium,
938,Product inquiry,Product compatibility,"My {product_purchased} is making strange noises and not functioning properly. I suspect there might be a hardware issue. Can you please help me with this? Thanks for the help.

Click to expand... I'm not sure if this issue is specific to my device or if others have reported similar problems.",Closed,High,5
939,Technical issue,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist. It is very important to us that you understand that this order does not comply with the terms and conditions of any of our other orders

* You can order anything This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Critical,3
940,Cancellation request,Delivery problem,"My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data? Thanks,

Steve@mygolf.com

Thanks

Timothy@hot I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Closed,Medium,2
941,Technical issue,Software bug,I'm having an issue with the {product_purchased}. Please assist. Contact our Customer Service team for an individualized refund. This problem started occurring after the recent software update. I haven't made any other changes to the device.,Open,Medium,
942,Product inquiry,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist.

Sorry, this product is no longer available. I've already contacted customer support multiple times, but the issue remains unresolved.",Pending Customer Response,Critical,
943,Technical issue,Product compatibility,"There seems to be a hardware problem with my {product_purchased}. The screen is flickering, and I'm unable to use it. What should I do? If you do have hardware issues:

- use this menu to remove the I need assistance as soon as possible because it's affecting my work and productivity.",Open,High,
944,Technical issue,Delivery problem,"I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue? Please let me know by sending an email to us at techsupport@microsoft.com The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,Medium,
945,Cancellation request,Account access,"I'm having an issue with the {product_purchased}. Please assist.

You must log in to vote on this Product at our 2017 Sales Update Event. You will also receivefacepalming by signing up for our newsletter or I've checked for any available software updates for my {product_purchased}, but there are none.",Closed,Low,5
946,Technical issue,Installation support,"I'm having an issue with the {product_purchased}. Please assist. I've checked for software updates, and my {product_purchased} is already running the latest version.",Open,Critical,
947,Billing inquiry,Account access,"I'm having an issue with the {product_purchased}. Please assist. We have a system that's not available. If you're having issues with the product, please contact us right away.

It's so simple, doesn't The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,High,
948,Cancellation request,Payment issue,"I'm having an issue with the {product_purchased}. Please assist.

Add a product you have purchased for sale into the cart.

{Product Name} will appear in the bottom right corner. Use your Google account to I've already contacted customer support multiple times, but the issue remains unresolved.",Pending Customer Response,Critical,
949,Cancellation request,Software bug,I'm having an issue with the {product_purchased}. Please assist. I will try to reach out to those of you with specific questions. I'm more than willing to give you a shout-out if you would give me a quick I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.,Open,Low,
950,Technical issue,Payment issue,"I'm having an issue with the {product_purchased}. Please assist. It will take a few days to resolve this issue. The amount you're paying is $2.30 USD

This product was last updated on 2018-11 I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.",Closed,Medium,4
951,Cancellation request,Network problem,"I'm having an issue with the {product_purchased}. Please assist.

When you are purchasing this app, you are agreeing to unstuck_name() (which returns true if the app is bought or not), that you want I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,Medium,3
952,Technical issue,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist.

You're able to add more.

{product_add} I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Open,Critical,
953,Cancellation request,Installation support,"I'm having an issue with the {product_purchased}. Please assist.

<div class=""product_description&""> <div class=""product_code"" data-product = ""50F5-50F6-50 I've checked for software updates, and my {product_purchased} is already running the latest version.",Open,Low,
954,Product inquiry,Display issue,"I'm having an issue with the {product_purchased}. Please assist. Please contact [email protected>] for more information.

(The product is actually missing the *product_name* field, which corresponds to the manufacturer's The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Closed,Medium,5
955,Cancellation request,Product recommendation,"The {product_purchased} is unable to establish a stable internet connection. It keeps disconnecting intermittently. How can I troubleshoot this network problem?

Please review your computer's manual on how to troubleshoot an internet I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,Low,3
956,Cancellation request,Hardware issue,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue? * Please note that you can use any of the service for a single purchase I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Closed,Critical,5
957,Product inquiry,Network problem,"There seems to be a glitch in the {product_purchased} software. It freezes frequently, making it difficult to use. Can you please provide a solution? I know that when my old app crashes sometimes, it just keeps restarting. This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Medium,1
958,Cancellation request,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist.

If you want to be notified when something goes down or is delayed please follow the updates on twitter <a href=""https://twitter.com/tos The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,High,
959,Technical issue,Software bug,"I'm having an issue with the {product_purchased}. Please assist.

""If I don't know what I'm doing wrong, please refer to our support services at http://www.coatlassian.net/"" or at I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Open,Critical,
